id_usuario,q1_energia_cognitiva,q2_tension_fisica,q3_rumiacion,q4_activacion_negativa,target_perfil_estres
U-2689,2,4,3,2,Fatiga_Fisica
U-2690,1,2,2,2,Fatiga_Fisica
U-2691,2,3,3,3,Fatiga_Fisica
U-2692,1,3,1,1,Fatiga_Fisica
U-2693,2,2,2,2,Fatiga_Fisica
U-2694,2,4,3,2,Fatiga_Fisica
U-2695,2,4,2,3,Fatiga_Fisica
U-2696,2,3,1,2,Fatiga_Fisica
U-2697,3,3,2,2,Fatiga_Fisica
U-2698,1,3,1,2,Fatiga_Fisica
U-2699,2,2,3,2,Fatiga_Fisica
U-2700,1,3,1,3,Fatiga_Fisica
U-2701,1,3,2,1,Hiperactividad_Ansiosa
U-2702,1,3,2,3,Fatiga_Fisica
U-2703,2,3,2,1,Fatiga_Fisica
U-2704,3,3,3,2,Fatiga_Fisica
U-2705,2,4,3,3,Fatiga_Fisica
U-2706,1,4,3,1,Fatiga_Fisica
U-2707,1,3,1,1,Fatiga_Fisica
U-2708,1,4,1,1,Fatiga_Fisica
U-2709,1,3,1,1,Fatiga_Fisica
U-2710,2,3,1,3,Fatiga_Fisica
U-2711,2,4,1,1,Fatiga_Fisica
U-2712,2,3,3,2,Fatiga_Fisica
U-2713,2,2,1,1,Burnout
U-2714,2,4,2,3,Fatiga_Fisica
U-2715,2,3,2,3,Burnout
U-2716,2,3,2,3,Fatiga_Fisica
U-2717,3,2,2,1,Fatiga_Fisica
U-2718,1,3,2,2,Hiperactividad_Ansiosa
U-2719,3,3,3,3,Burnout
U-2720,1,2,2,1,Fatiga_Fisica
U-2721,2,4,1,1,Fatiga_Fisica
U-2722,1,3,1,2,Hiperactividad_Ansiosa
U-2723,1,1,2,2,Fatiga_Fisica
U-2724,3,3,1,3,Fatiga_Fisica
U-2725,1,4,3,2,Fatiga_Fisica
U-2726,1,3,1,3,Fatiga_Fisica
U-2727,3,3,2,2,Hiperactividad_Ansiosa
U-2728,2,3,2,1,Fatiga_Fisica
U-2729,1,2,3,2,Fatiga_Fisica
U-2730,2,4,1,2,Fatiga_Fisica
U-2731,2,3,2,1,Hiperactividad_Ansiosa
U-2732,1,2,1,1,Fatiga_Fisica
U-2733,2,4,2,2,Fatiga_Fisica
U-2734,2,3,1,1,Fatiga_Fisica
U-2735,2,4,2,3,Fatiga_Fisica
U-2736,2,2,3,3,Fatiga_Fisica
U-2737,2,4,2,2,Fatiga_Fisica
U-2738,1,3,3,2,Fatiga_Fisica
U-2739,3,3,1,2,Fatiga_Fisica
U-2740,2,3,1,1,Fatiga_Fisica
U-2741,1,4,3,1,Fatiga_Fisica
U-2742,2,4,2,2,Fatiga_Fisica
U-2743,1,4,3,1,Fatiga_Fisica
U-2744,2,3,2,1,Fatiga_Fisica
U-2745,1,1,3,1,Fatiga_Fisica
U-2746,2,4,3,3,Burnout
U-2747,3,2,2,2,Fatiga_Fisica
U-2748,2,4,2,2,Fatiga_Fisica
U-2749,2,4,3,1,Fatiga_Fisica
U-2750,2,3,1,3,Fatiga_Fisica
U-2751,1,2,2,2,Fatiga_Fisica
U-2752,3,3,2,1,Hiperactividad_Ansiosa
U-2753,2,2,2,3,Fatiga_Fisica
U-2754,2,4,1,3,Fatiga_Fisica
U-2755,1,1,3,2,Fatiga_Fisica
U-2756,1,4,2,2,Fatiga_Fisica
U-2757,2,4,1,1,Fatiga_Fisica
U-2758,1,2,2,3,Fatiga_Fisica
U-2759,2,3,2,3,Fatiga_Fisica
U-2760,2,4,2,1,Fatiga_Fisica
U-2761,2,4,2,1,Fatiga_Fisica
U-2762,2,3,3,2,Fatiga_Fisica
U-2763,2,3,2,3,Fatiga_Fisica
U-2764,3,2,3,2,Fatiga_Fisica
U-2765,3,4,3,2,Fatiga_Fisica
U-2766,1,2,1,2,Fatiga_Fisica
U-2767,2,3,3,1,Fatiga_Fisica
U-2768,2,1,3,1,Fatiga_Fisica
U-2769,1,4,3,2,Fatiga_Fisica
U-2770,1,1,1,1,Fatiga_Fisica
U-2771,1,3,2,2,Fatiga_Fisica
U-2772,2,3,2,2,Fatiga_Fisica
U-2773,2,1,1,1,Fatiga_Fisica
U-2774,1,4,1,2,Fatiga_Fisica
U-2775,2,2,2,1,Fatiga_Fisica
U-2776,2,4,2,1,Fatiga_Fisica
U-2777,2,4,3,1,Fatiga_Fisica
U-2778,1,4,2,1,Fatiga_Fisica
U-2779,3,4,2,2,Burnout
U-2780,3,1,2,3,Fatiga_Fisica
U-2781,1,4,2,2,Fatiga_Fisica
U-2782,2,4,3,3,Hiperactividad_Ansiosa
U-2783,2,2,2,3,Fatiga_Fisica
U-2784,2,3,1,3,Fatiga_Fisica
U-2785,2,3,1,2,Fatiga_Fisica
U-2786,1,3,3,2,Fatiga_Fisica
U-2787,2,3,1,2,Fatiga_Fisica
U-2788,2,2,1,3,Fatiga_Fisica
U-2789,3,3,3,1,Fatiga_Fisica
U-2790,3,2,3,3,Fatiga_Fisica
U-2791,2,3,3,1,Fatiga_Fisica
U-2792,2,1,3,3,Fatiga_Fisica
U-2793,1,3,2,1,Fatiga_Fisica
U-2794,2,4,2,1,Fatiga_Fisica
U-2795,2,2,2,3,Fatiga_Fisica
U-2796,2,3,3,2,Fatiga_Fisica
U-2797,3,3,2,2,Fatiga_Fisica
U-2798,3,3,2,1,Fatiga_Fisica
U-2799,1,3,2,3,Fatiga_Fisica
U-2800,1,4,1,3,Fatiga_Fisica
U-2801,2,1,2,1,Burnout
U-2802,3,3,3,2,Fatiga_Fisica
U-2803,3,3,1,1,Fatiga_Fisica
U-2804,2,4,1,1,Fatiga_Fisica
U-2805,3,2,2,2,Fatiga_Fisica
U-2806,2,3,3,3,Fatiga_Fisica
U-2807,2,2,2,2,Burnout
U-2808,1,3,3,2,Fatiga_Fisica
U-2809,1,4,1,1,Burnout
U-2810,2,3,3,3,Burnout
U-2811,1,1,1,2,Fatiga_Fisica
U-2812,3,3,2,3,Hiperactividad_Ansiosa
U-2813,2,3,1,3,Fatiga_Fisica
U-2814,2,3,2,3,Fatiga_Fisica
U-2815,1,4,3,2,Fatiga_Fisica
U-2816,2,3,1,2,Fatiga_Fisica
U-2817,1,4,2,1,Fatiga_Fisica
U-2818,2,3,2,1,Fatiga_Fisica
U-2819,1,4,3,2,Fatiga_Fisica
U-2820,3,3,3,1,Fatiga_Fisica
U-2821,1,3,1,2,Fatiga_Fisica
U-2822,3,4,3,3,Fatiga_Fisica
U-2823,3,3,1,3,Fatiga_Fisica
U-2824,3,3,1,1,Fatiga_Fisica
U-2825,2,3,1,2,Fatiga_Fisica
U-2826,2,3,1,1,Fatiga_Fisica
U-2827,2,3,3,1,Fatiga_Fisica
U-2828,2,4,2,3,Burnout
U-2829,3,3,2,2,Fatiga_Fisica
U-2830,1,4,2,2,Fatiga_Fisica
U-2831,1,3,2,2,Fatiga_Fisica
U-2832,3,3,3,2,Fatiga_Fisica
U-2833,2,2,3,3,Fatiga_Fisica
U-2834,3,1,3,3,Fatiga_Fisica
U-2835,1,3,3,3,Fatiga_Fisica
U-2836,2,4,2,2,Fatiga_Fisica
U-2837,2,1,3,1,Fatiga_Fisica
U-2838,1,3,1,2,Fatiga_Fisica
U-2839,2,4,2,3,Hiperactividad_Ansiosa
U-2840,1,4,1,1,Fatiga_Fisica
U-2841,3,2,1,1,Fatiga_Fisica
U-2842,2,3,2,3,Hiperactividad_Ansiosa
U-2843,2,4,3,3,Fatiga_Fisica
U-2844,3,4,2,3,Fatiga_Fisica
U-2845,2,2,2,1,Hiperactividad_Ansiosa
U-2846,2,3,2,2,Fatiga_Fisica
U-2847,3,2,2,2,Fatiga_Fisica
U-2848,2,3,2,1,Fatiga_Fisica
U-2849,3,4,2,1,Fatiga_Fisica
U-2850,2,3,1,2,Fatiga_Fisica
U-2851,1,3,1,2,Fatiga_Fisica
U-2852,1,3,1,3,Fatiga_Fisica
U-2853,2,2,1,1,Fatiga_Fisica
U-2854,1,4,2,3,Burnout
U-2855,2,3,3,3,Burnout
U-2856,1,4,2,3,Fatiga_Fisica
U-2857,1,4,1,2,Fatiga_Fisica
U-2858,3,3,2,3,Fatiga_Fisica
U-2859,2,4,2,3,Fatiga_Fisica
U-2860,3,2,2,2,Fatiga_Fisica
U-2861,1,4,1,2,Fatiga_Fisica
U-2862,3,2,2,2,Hiperactividad_Ansiosa
U-2863,3,4,2,1,Fatiga_Fisica
U-2864,3,4,1,3,Burnout
U-2865,2,4,1,3,Fatiga_Fisica
U-2866,2,4,3,2,Fatiga_Fisica
U-2867,2,3,2,3,Fatiga_Fisica
U-2868,2,3,1,2,Fatiga_Fisica
U-2869,2,3,2,1,Fatiga_Fisica
U-2870,1,4,2,1,Fatiga_Fisica
U-2871,2,3,2,2,Fatiga_Fisica
U-2872,2,4,3,1,Fatiga_Fisica
U-2873,1,2,2,1,Fatiga_Fisica
U-2874,1,3,2,2,Fatiga_Fisica
U-2875,1,4,1,1,Fatiga_Fisica
U-2876,1,3,1,2,Fatiga_Fisica
U-2877,2,4,2,2,Fatiga_Fisica
U-2878,1,3,1,1,Fatiga_Fisica
U-2879,3,4,1,1,Fatiga_Fisica
U-2880,3,2,3,1,Fatiga_Fisica
U-2881,2,2,1,1,Hiperactividad_Ansiosa
U-2882,2,1,3,1,Fatiga_Fisica
U-2883,3,3,2,2,Fatiga_Fisica
U-2884,1,4,2,2,Fatiga_Fisica
U-2885,2,4,3,1,Fatiga_Fisica
U-2886,1,4,2,3,Fatiga_Fisica
U-2887,1,3,3,2,Fatiga_Fisica
U-2888,2,2,1,3,Fatiga_Fisica
U-2889,1,2,2,3,Fatiga_Fisica
U-2890,3,3,3,3,Burnout
U-2891,2,4,1,2,Fatiga_Fisica
U-2892,1,3,3,1,Fatiga_Fisica
U-2893,2,4,2,2,Fatiga_Fisica
U-2894,2,1,2,2,Fatiga_Fisica
U-2895,1,2,3,1,Fatiga_Fisica
U-2896,1,3,1,3,Fatiga_Fisica
U-2897,2,3,1,2,Fatiga_Fisica
U-2898,3,3,2,3,Fatiga_Fisica
U-2899,2,4,1,1,Fatiga_Fisica
U-2900,1,3,2,1,Fatiga_Fisica
U-2901,1,2,3,3,Burnout
U-2902,1,3,1,2,Fatiga_Fisica
U-2903,1,4,3,1,Hiperactividad_Ansiosa
U-2904,3,3,2,2,Fatiga_Fisica
U-2905,2,4,3,2,Fatiga_Fisica
U-2906,2,3,3,3,Fatiga_Fisica
U-2907,3,3,3,2,Fatiga_Fisica
U-2908,2,4,2,3,Fatiga_Fisica
U-2909,3,2,1,1,Hiperactividad_Ansiosa
U-2910,1,1,2,1,Fatiga_Fisica
U-2911,2,4,2,3,Fatiga_Fisica
U-2912,1,4,2,2,Fatiga_Fisica
U-2913,1,4,1,3,Fatiga_Fisica
U-2914,2,3,1,1,Fatiga_Fisica
U-2915,1,4,1,2,Fatiga_Fisica
U-2916,1,3,1,3,Fatiga_Fisica
U-2917,3,3,2,2,Fatiga_Fisica
U-2918,3,4,1,2,Fatiga_Fisica
U-2919,2,3,1,3,Hiperactividad_Ansiosa
U-2920,1,4,1,1,Fatiga_Fisica
U-2921,1,4,2,3,Fatiga_Fisica
U-2922,3,4,2,1,Fatiga_Fisica
U-2923,1,3,3,1,Fatiga_Fisica
U-2924,3,4,1,2,Fatiga_Fisica
U-2925,2,3,1,2,Fatiga_Fisica
U-2926,2,1,3,2,Fatiga_Fisica
U-2927,3,2,3,2,Fatiga_Fisica
U-2928,1,1,1,3,Fatiga_Fisica
U-2929,1,3,2,3,Fatiga_Fisica
U-2930,1,4,2,1,Fatiga_Fisica
U-2931,2,3,1,3,Fatiga_Fisica
U-2932,1,3,2,1,Fatiga_Fisica
U-2933,2,3,1,2,Fatiga_Fisica
U-2934,1,4,3,2,Fatiga_Fisica
U-2935,1,3,1,2,Fatiga_Fisica
U-2936,2,2,2,2,Hiperactividad_Ansiosa
U-2937,3,4,3,3,Fatiga_Fisica
U-2938,1,3,1,2,Hiperactividad_Ansiosa
U-2939,1,1,3,1,Fatiga_Fisica
U-2940,2,2,2,1,Fatiga_Fisica
U-2941,1,3,1,1,Fatiga_Fisica
U-2942,3,3,3,2,Fatiga_Fisica
U-2943,1,4,2,3,Fatiga_Fisica
U-2944,1,4,3,2,Fatiga_Fisica
U-2945,1,3,3,1,Fatiga_Fisica
U-2946,3,4,2,2,Fatiga_Fisica
U-2947,3,3,3,3,Fatiga_Fisica
U-2948,2,4,3,1,Fatiga_Fisica
U-2949,2,4,2,3,Fatiga_Fisica
U-2950,3,3,3,3,Fatiga_Fisica
U-2951,1,3,2,1,Fatiga_Fisica
U-2952,1,3,2,1,Burnout
U-2953,2,4,2,1,Fatiga_Fisica
U-2954,2,3,1,3,Fatiga_Fisica
U-2955,3,3,2,1,Fatiga_Fisica
U-2956,1,3,2,3,Fatiga_Fisica
U-2957,2,3,2,1,Fatiga_Fisica
U-2958,1,3,1,3,Hiperactividad_Ansiosa
U-2959,2,3,2,2,Fatiga_Fisica
U-2960,2,1,1,1,Fatiga_Fisica
U-2961,1,3,2,1,Fatiga_Fisica
U-2962,1,4,2,3,Fatiga_Fisica
U-2963,2,3,2,2,Fatiga_Fisica
U-2964,1,2,2,2,Fatiga_Fisica
U-2965,1,4,2,1,Fatiga_Fisica
U-2966,3,3,2,2,Fatiga_Fisica
U-2967,3,4,2,3,Fatiga_Fisica
U-2968,1,2,3,1,Burnout
U-2969,2,4,2,1,Fatiga_Fisica
U-2970,1,2,3,3,Fatiga_Fisica
U-2971,3,3,2,3,Fatiga_Fisica
U-2972,1,3,2,2,Fatiga_Fisica
U-2973,2,3,2,2,Fatiga_Fisica
U-2974,1,4,2,1,Fatiga_Fisica
U-2975,3,1,2,2,Fatiga_Fisica
U-2976,1,4,3,2,Fatiga_Fisica
U-2977,2,2,2,2,Fatiga_Fisica
U-2978,1,3,2,2,Fatiga_Fisica
U-2979,1,2,1,2,Fatiga_Fisica
U-2980,3,4,2,3,Fatiga_Fisica
U-2981,2,3,2,3,Fatiga_Fisica
U-2982,1,3,1,3,Fatiga_Fisica
U-2983,1,3,1,3,Fatiga_Fisica
U-2984,3,3,3,1,Fatiga_Fisica
U-2985,1,3,1,3,Fatiga_Fisica
U-2986,2,4,2,2,Fatiga_Fisica
U-2987,1,3,2,2,Burnout
U-2988,2,3,3,2,Fatiga_Fisica
U-2989,1,2,1,3,Fatiga_Fisica
U-2990,2,2,2,1,Fatiga_Fisica
U-2991,2,2,2,3,Fatiga_Fisica
U-2992,2,4,1,1,Hiperactividad_Ansiosa
U-2993,2,4,2,1,Fatiga_Fisica
U-2994,1,1,3,3,Fatiga_Fisica
U-2995,1,4,2,2,Fatiga_Fisica
U-2996,2,3,2,2,Fatiga_Fisica
U-2997,3,4,1,2,Fatiga_Fisica
U-2998,2,3,1,2,Fatiga_Fisica
U-2999,1,4,2,1,Fatiga_Fisica
U-3000,1,3,3,2,Fatiga_Fisica
U-3001,1,3,1,2,Fatiga_Fisica
U-3002,1,3,2,2,Fatiga_Fisica
U-3003,2,4,3,1,Fatiga_Fisica
U-3004,2,4,3,2,Fatiga_Fisica
U-3005,3,2,3,1,Fatiga_Fisica
U-3006,3,2,1,3,Fatiga_Fisica
U-3007,1,3,3,3,Fatiga_Fisica
U-3008,3,3,1,2,Fatiga_Fisica
U-3009,2,4,3,1,Fatiga_Fisica
U-3010,2,3,1,1,Fatiga_Fisica
U-3011,1,4,1,1,Fatiga_Fisica
U-3012,1,4,2,2,Fatiga_Fisica
U-3013,1,4,1,2,Fatiga_Fisica
U-3014,1,4,1,1,Fatiga_Fisica
U-3015,3,2,1,2,Fatiga_Fisica
U-3016,1,1,1,3,Fatiga_Fisica
U-3017,2,3,3,3,Fatiga_Fisica
U-3018,3,1,2,1,Fatiga_Fisica
U-3019,1,4,1,3,Fatiga_Fisica
U-3020,1,4,2,3,Fatiga_Fisica
U-3021,2,4,2,1,Fatiga_Fisica
U-3022,2,4,3,1,Fatiga_Fisica
U-3023,2,4,1,2,Fatiga_Fisica
U-3024,3,2,1,2,Fatiga_Fisica
U-3025,2,3,3,1,Fatiga_Fisica
U-3026,2,4,2,2,Fatiga_Fisica
U-3027,1,2,1,1,Hiperactividad_Ansiosa
U-3028,3,1,2,3,Fatiga_Fisica
U-3029,2,1,3,3,Burnout
U-3030,3,3,2,3,Fatiga_Fisica
U-3031,2,3,2,1,Fatiga_Fisica
U-3032,2,4,1,1,Fatiga_Fisica
U-3033,3,4,1,2,Fatiga_Fisica
U-3034,3,2,1,1,Fatiga_Fisica
U-3035,1,4,2,3,Fatiga_Fisica
U-3036,1,3,1,3,Fatiga_Fisica
U-3037,3,1,2,2,Fatiga_Fisica
U-3038,1,3,1,1,Fatiga_Fisica
U-3039,2,3,2,2,Fatiga_Fisica
U-3040,2,3,2,3,Fatiga_Fisica
U-3041,1,4,2,1,Fatiga_Fisica
U-3042,3,3,3,1,Fatiga_Fisica
U-3043,2,4,2,1,Fatiga_Fisica
U-3044,2,3,3,1,Fatiga_Fisica
U-3045,3,4,3,1,Fatiga_Fisica
U-3046,2,4,2,2,Fatiga_Fisica
U-3047,1,3,3,2,Burnout
U-3048,1,3,2,1,Fatiga_Fisica
U-3049,2,2,1,1,Fatiga_Fisica
U-3050,1,3,2,3,Fatiga_Fisica
U-3051,3,2,3,1,Fatiga_Fisica
U-3052,2,3,2,3,Fatiga_Fisica
U-3053,3,3,2,3,Fatiga_Fisica
U-3054,2,2,2,2,Hiperactividad_Ansiosa
U-3055,3,4,3,2,Hiperactividad_Ansiosa
U-3056,1,4,3,2,Fatiga_Fisica
U-3057,3,3,3,3,Fatiga_Fisica
U-3058,3,4,3,1,Fatiga_Fisica
U-3059,1,2,2,2,Fatiga_Fisica
U-3060,1,2,2,1,Fatiga_Fisica
U-3061,2,4,1,2,Fatiga_Fisica
U-3062,2,4,3,1,Fatiga_Fisica
U-3063,3,3,2,3,Fatiga_Fisica
U-3064,1,2,2,1,Fatiga_Fisica
U-3065,3,3,1,2,Fatiga_Fisica
U-3066,1,4,2,2,Fatiga_Fisica
U-3067,3,1,2,1,Fatiga_Fisica
U-3068,2,3,2,3,Fatiga_Fisica
U-3069,2,4,1,3,Fatiga_Fisica
U-3070,2,3,2,3,Burnout
U-3071,3,2,2,3,Fatiga_Fisica
U-3072,3,4,3,1,Fatiga_Fisica
U-3073,2,3,2,3,Fatiga_Fisica
U-3074,2,4,1,2,Fatiga_Fisica
U-3075,3,2,3,1,Fatiga_Fisica
U-3076,1,3,2,1,Fatiga_Fisica
U-3077,3,3,1,2,Fatiga_Fisica
U-3078,2,4,3,3,Hiperactividad_Ansiosa
U-3079,2,2,1,3,Fatiga_Fisica
U-3080,1,3,3,2,Fatiga_Fisica
U-3081,1,2,1,2,Fatiga_Fisica
U-3082,3,4,2,2,Fatiga_Fisica
U-3083,1,4,2,2,Fatiga_Fisica
U-3084,2,4,2,2,Fatiga_Fisica
U-3085,2,4,2,2,Fatiga_Fisica
U-3086,2,3,2,2,Fatiga_Fisica
U-3087,1,3,2,2,Fatiga_Fisica
U-3088,3,3,2,2,Fatiga_Fisica
U-3089,2,3,3,1,Fatiga_Fisica
U-3090,2,1,1,3,Fatiga_Fisica
U-3091,2,3,2,3,Fatiga_Fisica
U-3092,3,2,2,2,Fatiga_Fisica
U-3093,1,4,2,2,Fatiga_Fisica
U-3094,2,3,3,1,Fatiga_Fisica
U-3095,1,1,2,2,Fatiga_Fisica
U-3096,1,4,1,3,Hiperactividad_Ansiosa
U-3097,1,3,2,1,Fatiga_Fisica
U-3098,3,2,2,1,Fatiga_Fisica
U-3099,1,4,2,1,Fatiga_Fisica
U-3100,2,4,2,1,Fatiga_Fisica
U-3101,3,4,1,1,Fatiga_Fisica
U-3102,1,4,3,3,Burnout
U-3103,1,3,2,2,Fatiga_Fisica
U-3104,2,3,1,3,Fatiga_Fisica
U-3105,1,3,2,3,Fatiga_Fisica
U-3106,3,3,2,1,Fatiga_Fisica
U-3107,3,4,2,1,Fatiga_Fisica
U-3108,1,3,1,2,Fatiga_Fisica
U-3109,1,3,3,1,Burnout
U-3110,2,3,2,2,Fatiga_Fisica
U-3111,3,2,3,2,Fatiga_Fisica
U-3112,1,3,2,3,Burnout
U-3113,2,2,3,1,Fatiga_Fisica
U-3114,1,3,2,2,Hiperactividad_Ansiosa
U-3115,1,4,2,1,Fatiga_Fisica
U-3116,1,3,1,3,Fatiga_Fisica
U-3117,1,3,1,1,Fatiga_Fisica
U-3118,1,4,3,2,Burnout
U-3119,2,4,3,3,Hiperactividad_Ansiosa
U-3120,1,4,1,3,Fatiga_Fisica
U-3121,1,3,2,2,Fatiga_Fisica
U-3122,1,3,1,2,Fatiga_Fisica
U-3123,1,4,1,1,Fatiga_Fisica
U-3124,2,3,1,3,Fatiga_Fisica
U-3125,2,3,1,2,Fatiga_Fisica
U-3126,2,3,3,1,Fatiga_Fisica
U-3127,3,3,3,3,Fatiga_Fisica
U-3128,2,4,2,1,Fatiga_Fisica
U-3129,1,3,2,1,Fatiga_Fisica
U-3130,2,4,1,1,Fatiga_Fisica
U-3131,2,2,3,2,Fatiga_Fisica
U-3132,3,3,2,1,Fatiga_Fisica
U-3133,1,3,1,2,Fatiga_Fisica
U-3134,2,3,3,1,Fatiga_Fisica
U-3135,3,4,1,2,Fatiga_Fisica
U-3136,2,2,1,2,Hiperactividad_Ansiosa
U-3137,2,3,1,3,Fatiga_Fisica
U-3138,1,3,2,2,Fatiga_Fisica
U-3139,2,3,3,1,Fatiga_Fisica
U-3140,2,4,1,2,Fatiga_Fisica
U-3141,2,3,1,3,Fatiga_Fisica
U-3142,2,3,2,2,Fatiga_Fisica
U-3143,1,3,3,3,Fatiga_Fisica
U-3144,3,4,2,2,Fatiga_Fisica
U-3145,3,4,3,1,Fatiga_Fisica
U-3146,2,4,2,3,Burnout
U-3147,1,4,2,2,Fatiga_Fisica
U-3148,2,2,1,2,Fatiga_Fisica
U-3149,3,4,2,3,Fatiga_Fisica
U-3150,3,3,2,1,Fatiga_Fisica
U-3151,2,4,1,3,Fatiga_Fisica
U-3152,1,3,1,2,Fatiga_Fisica
U-3153,2,4,2,2,Fatiga_Fisica
U-3154,1,4,2,1,Fatiga_Fisica
U-3155,2,4,3,2,Fatiga_Fisica
U-3156,1,3,1,1,Fatiga_Fisica
U-3157,2,3,3,2,Fatiga_Fisica
U-3158,2,3,1,2,Fatiga_Fisica
U-3159,3,3,1,2,Fatiga_Fisica
U-3160,2,4,1,1,Fatiga_Fisica
U-3161,2,3,1,3,Fatiga_Fisica
U-3162,2,3,2,1,Fatiga_Fisica
U-3163,2,2,1,1,Fatiga_Fisica
U-3164,2,3,3,3,Fatiga_Fisica
U-3165,1,4,1,2,Fatiga_Fisica
U-3166,2,3,1,2,Fatiga_Fisica
U-3167,1,3,2,3,Burnout
U-3168,1,3,1,2,Hiperactividad_Ansiosa
U-3169,3,4,1,2,Fatiga_Fisica
U-3170,3,2,1,2,Fatiga_Fisica
U-3171,1,3,1,2,Fatiga_Fisica
U-3172,2,3,3,2,Fatiga_Fisica
U-3173,1,3,2,1,Hiperactividad_Ansiosa
U-3174,1,4,2,2,Fatiga_Fisica
U-3175,3,3,3,2,Fatiga_Fisica
U-3176,1,3,1,1,Fatiga_Fisica
U-3177,2,3,1,2,Fatiga_Fisica
U-3178,3,4,1,1,Fatiga_Fisica
U-3179,2,3,2,1,Hiperactividad_Ansiosa
U-3180,2,1,2,1,Fatiga_Fisica
U-3181,3,3,2,1,Fatiga_Fisica
U-3182,2,3,2,2,Fatiga_Fisica
U-3183,3,2,2,3,Fatiga_Fisica
U-3184,3,2,2,2,Fatiga_Fisica
U-3185,3,4,3,3,Fatiga_Fisica
U-3186,3,4,3,3,Hiperactividad_Ansiosa
U-3187,3,3,3,3,Fatiga_Fisica
U-3188,2,4,2,2,Fatiga_Fisica
U-3189,1,3,1,1,Fatiga_Fisica
U-3190,1,4,3,1,Fatiga_Fisica
U-3191,2,1,2,2,Fatiga_Fisica
U-3192,3,4,1,3,Fatiga_Fisica
U-3193,1,1,2,2,Fatiga_Fisica
U-3194,1,1,2,2,Fatiga_Fisica
U-3195,1,3,1,3,Fatiga_Fisica
U-3196,1,3,2,1,Burnout
U-3197,1,3,3,1,Fatiga_Fisica
U-3198,1,3,1,3,Fatiga_Fisica
U-3199,2,4,3,3,Fatiga_Fisica
U-3200,3,4,2,1,Burnout
U-3201,1,3,2,1,Fatiga_Fisica
U-3202,1,3,2,2,Fatiga_Fisica
U-3203,2,1,2,3,Fatiga_Fisica
U-3204,2,2,2,2,Fatiga_Fisica
U-3205,1,3,2,1,Fatiga_Fisica
U-3206,3,3,1,3,Fatiga_Fisica
U-3207,1,4,2,1,Burnout
U-3208,2,3,1,2,Fatiga_Fisica
U-3209,2,2,1,3,Burnout
U-3210,2,4,3,3,Fatiga_Fisica
U-3211,3,4,2,1,Fatiga_Fisica
U-3212,1,4,3,3,Fatiga_Fisica
U-3213,3,2,1,2,Hiperactividad_Ansiosa
U-3214,1,4,1,1,Fatiga_Fisica
U-3215,2,1,1,2,Fatiga_Fisica
U-3216,3,3,1,2,Fatiga_Fisica
U-3217,1,3,1,2,Fatiga_Fisica
U-3218,1,3,3,2,Fatiga_Fisica
U-3219,2,3,2,2,Fatiga_Fisica
U-3220,2,3,3,2,Fatiga_Fisica
U-3221,2,4,3,2,Fatiga_Fisica
U-3222,3,3,2,3,Fatiga_Fisica
U-3223,2,3,2,1,Hiperactividad_Ansiosa
U-3224,1,3,2,1,Fatiga_Fisica
U-3225,1,3,2,2,Fatiga_Fisica
U-3226,1,3,1,2,Fatiga_Fisica
U-3227,3,4,3,2,Fatiga_Fisica
U-3228,3,4,3,1,Fatiga_Fisica
U-3229,2,4,2,1,Fatiga_Fisica
U-3230,1,3,1,3,Burnout
U-3231,1,4,2,2,Fatiga_Fisica
U-3232,1,4,3,1,Hiperactividad_Ansiosa
U-3233,1,3,2,2,Fatiga_Fisica
U-3234,1,3,2,3,Fatiga_Fisica
U-3235,1,4,1,3,Fatiga_Fisica
U-3236,2,3,3,1,Burnout
U-3237,2,3,2,3,Fatiga_Fisica
U-3238,2,3,2,2,Burnout
U-3239,3,4,3,2,Fatiga_Fisica
U-3240,1,2,3,3,Fatiga_Fisica
U-3241,2,3,1,1,Fatiga_Fisica
U-3242,1,2,3,1,Fatiga_Fisica
U-3243,2,3,2,3,Fatiga_Fisica
U-3244,3,2,1,3,Hiperactividad_Ansiosa
U-3245,1,4,1,2,Fatiga_Fisica
U-3246,2,3,1,3,Fatiga_Fisica
U-3247,2,4,1,2,Fatiga_Fisica
U-3248,1,2,3,3,Fatiga_Fisica
U-3249,1,3,2,3,Fatiga_Fisica
U-3250,3,3,1,1,Fatiga_Fisica
U-3251,2,4,2,3,Fatiga_Fisica
U-3252,2,2,3,1,Fatiga_Fisica
U-3253,1,3,3,2,Fatiga_Fisica
U-3254,1,2,2,1,Fatiga_Fisica
U-3255,1,3,1,3,Fatiga_Fisica
U-3256,1,3,1,1,Fatiga_Fisica
U-3257,1,3,1,1,Burnout
U-3258,1,4,2,3,Fatiga_Fisica
U-3259,1,1,3,3,Fatiga_Fisica
U-3260,2,3,2,3,Fatiga_Fisica
U-3261,3,3,2,1,Fatiga_Fisica
U-3262,3,4,2,1,Fatiga_Fisica
U-3263,3,2,1,1,Fatiga_Fisica
U-3264,2,4,3,1,Fatiga_Fisica
U-3265,1,4,1,3,Fatiga_Fisica
U-3266,1,2,2,3,Fatiga_Fisica
U-3267,2,1,2,2,Burnout
U-3268,3,4,3,3,Fatiga_Fisica
U-3269,3,4,3,2,Fatiga_Fisica
U-3270,3,4,1,2,Burnout
U-3271,2,3,2,1,Fatiga_Fisica
U-3272,2,3,2,1,Fatiga_Fisica
